date,suburb,station,postcode,price
2025-07-25 01:20:11,Clayton,Astron Clayton,3168,165.9
2025-07-25 01:20:11,Clayton,Coles Express Clayton,3168,166.9
2025-07-25 01:20:11,Clayton,EG Ampol Clayton,3168,166.9
2025-07-25 01:20:11,Notting Hill,United Notting Hill,3168,165.9
2025-07-25 01:20:11,Mount Waverley,Ampol Mount Waverley,3149,166.9
2025-07-25 01:20:11,Glen Waverley,7-Eleven Glen Waverley,3150,166.9
2025-07-25 01:20:11,Springvale South,BP Heatherhill,3172,169.9
2025-07-25 01:20:11,Springvale,Astron Springvale,3171,169.9
2025-07-25 01:20:11,Noble Park,7-Eleven Noble Park,3174,169.9
2025-07-25 01:20:11,Noble Park,7-Eleven Sandown,3174,158.5
2025-07-25 01:20:11,Springvale,BP Springvale,3171,169.9
2025-07-25 01:20:11,Springvale,Caltex Springvale,3171,167.9
2025-07-25 01:20:11,Springvale,U-GO Springvale,3171,157.5
2025-07-25 01:20:11,Springvale,EG Ampol Springvale,3171,169.9
2025-07-25 01:20:11,Noble Park,United Noble Park,3174,157.9
2025-07-25 01:20:11,Noble Park,Shell Noble Park,3174,164.9
2025-07-25 01:20:11,Noble Park,EG Ampol Noble Park,3174,165.9
2025-07-25 01:20:11,Waverley Gardens,7-Eleven Waverley Gardens,3170,169.9
2025-07-25 01:20:11,Noble Park North,Jacksons Road Service Station,3174,165.6
2025-07-25 01:20:11,Mulgrave,Coles Express Mulgrave,3170,169.9
2025-07-25 01:20:11,Mulgrave,BP Mulgrave,3170,166.9
2025-07-25 01:20:11,Glen Waverley,Coles Express Glen Waverley,3150,166.9
2025-07-25 01:20:11,Brandon Park,7-Eleven Brandon Park,3750,166.9
2025-07-25 01:20:11,Brandon Park,Coles Express Brandon Park,3150,166.9
2025-07-25 01:20:11,Glen Waverley,7-Eleven Glen Waverley,3150,166.9
2025-07-25 01:20:11,Wheelers Hill,EG Ampol Wheelers Hill,3150,166.9
2025-07-25 01:20:11,Mount Waverley,Coles Express Mount Waverley,3149,167.9
2025-07-25 01:20:11,Burwood,Better Choice Burwood,3125,167.5
2025-07-25 01:20:11,Mount Waverley,Ampol Mount Waverley,3149,167.7
2025-07-25 01:20:11,Burwood,United Burwood (Distributor),3125,169.9
2025-07-25 01:20:11,Syndal,BP Tally Ho,3149,169.9
2025-07-25 01:20:11,Burwood East,EG Ampol Burwood East,3151,167.9
2025-07-25 01:20:11,Blackburn South,Astron Blackburn South,3130,169.9
2025-07-25 01:20:11,Box Hill,7-Eleven Box Hill,3128,173.9
2025-07-25 01:20:11,Box Hill,BP Box Hill South,3128,169.9
2025-07-25 01:20:11,Box Hill,United Box Hill,3128,175.7
2025-07-25 01:20:11,Blackburn South,7-Eleven Blackburn South,3130,173.9
2025-07-25 01:20:11,Blackburn,Coles Express Blackburn,3130,173.9
2025-07-25 01:20:11,Blackburn,Coles Express Blackburn North,3130,173.9
2025-07-25 01:20:11,Glen Waverley,EG Ampol Glen Waverley,3150,166.9
2025-07-25 01:20:11,Glen Waverley,Ampol Glen Waverley,3150,167.9
2025-07-25 01:20:11,Burwood East,BP Burwood East,3151,169.9
2025-07-25 01:20:11,Vermont South,BP Vermont South,3133,175.9
2025-07-25 01:20:11,Nunawading,7-Eleven Nunawading,3131,173.9
2025-07-25 01:20:11,Forest Hill,Coles Express Forest Hill,3131,173.9
2025-07-25 01:20:11,Glen Waverley,The Corner Servo,3150,172.9
2025-07-25 01:20:11,Vermont South,Coles Express Vermont South SC,3133,169.9
2025-07-25 01:20:11,Vermont South,Coles Express Vermont South,3133,169.9
2025-07-25 01:20:11,Forest Hill,EG Ampol Forest Hill,3131,173.9
2025-07-25 01:20:11,Forest Hill,Coles Express Forest Hill Chase,3131,173.9
2025-07-25 01:20:11,Blackburn,BP Blackburn,3130,175.9
2025-07-25 01:20:11,Blackburn North,7-Eleven Blackburn,3130,173.9
2025-07-25 01:20:11,Blackburn North,EG Ampol Blackburn North,3130,173.9
2025-07-25 01:20:11,Nunawading,Coles Express Nunawading,3131,169.9
2025-07-25 01:20:11,Vermont,BP Rooksby,3133,172.9
2025-07-25 01:20:11,Mitcham,Astron Mitcham,3132,168.9
2025-07-25 01:20:11,Donvale,7-Eleven Donvale,3111,169.9
2025-07-25 01:20:11,Mitcham,BP Mitcham,3132,169.9
2025-07-25 01:20:11,Mitcham,United Mitcham,3132,169.9
2025-07-25 01:20:11,Fairfield,BP Fairfield,3078,169.9
2025-07-25 01:20:11,Fairfield,Metco Fairfield,3078,163.5
2025-07-25 01:20:11,Alphington,Shell OTR Alphington,3078,169.9
2025-07-25 01:20:11,Fairfield,7-Eleven Fairfield East,3078,169.9
2025-07-25 01:20:11,Thornbury,Shell Thornbury,3071,163.9
2025-07-25 01:20:11,Ivanhoe,Ivanhoe Fuel,3079,179.9
2025-07-25 01:20:11,West Heidelberg,BP Heidelberg West,3081,165.9
2025-07-25 01:20:11,Heidelberg Heights,Dayef Petroleum,3081,174.7
2025-07-25 01:20:11,Preston,United Preston South,3072,162.7
2025-07-25 01:20:11,Preston,Caltex Preston,3072,163.9
2025-07-25 01:20:11,Preston,United Preston,3072,162.7
2025-07-25 01:20:11,Preston,Coles Express East Preston,3072,169.9
2025-07-25 01:20:11,Preston,Pearl Preston,3072,162.9
2025-07-25 01:20:11,Reservoir,BP Reservoir,3073,169.9
2025-07-25 01:20:11,Kingsbury,BP Kingsbury,3083,169.9
2025-07-25 01:20:11,Kingsbury,OOM Energy Kingsbury,3083,167.9
2025-07-25 01:20:11,Kingsbury,Ampol Kingsbury,3083,169.9
2025-07-25 01:20:11,Bundoora,BP Bundoora,3083,169.9
2025-07-25 01:20:11,Heidelberg,7-Eleven Heidelberg,3084,171.9
2025-07-25 01:20:11,Bulleen,United Bulleen,3105,169.7
2025-07-25 01:20:11,Bulleen,EG Ampol Bulleen,3105,167.9
2025-07-25 01:20:11,Bulleen,Coles Express Bulleen,3105,167.9
2025-07-25 01:20:11,Rosanna,Coles Express Rosanna,3084,171.9
2025-07-25 01:20:11,Watsonia,BP 2GO Watsonia,3087,176.9
2025-07-25 01:20:11,Yallambie,7-Eleven Yallambie,3085,172.5
2025-07-25 01:20:11,Greensborough,BP Greenleigh,3088,175.9
2025-07-25 01:20:11,Greensborough,Coles Express Greensborough,3088,172.9
2025-07-25 01:20:11,Templestowe Lower,EG Ampol Lower Templestowe,3107,167.9
2025-07-25 01:20:11,Lower Templestowe,Coles Express Koonung,3107,167.9
2025-07-25 01:20:11,Doncaster,Coles Express Doncaster,3108,169.9
2025-07-25 01:20:11,Templestowe Lower,BP Templestowe,3107,167.9
2025-07-25 01:20:11,Doncaster East,BP Doncaster,3109,169.9
2025-07-25 01:20:11,Templestowe,7-Eleven Templestowe,3106,167.9
2025-07-25 01:20:11,Templestowe,Coles Express Templestowe,3106,167.9
2025-07-25 01:20:11,Montmorency,BP Montmorency,3094,169.3
2025-07-25 01:20:11,Eltham,EG Ampol Eltham,3095,171.9
2025-07-25 01:20:11,Eltham,Coles Express Eltham,3095,171.9
2025-07-25 01:20:11,Eltham,7-Eleven Eltham,3095,173.9
2025-07-25 01:20:11,Montmorency,Ampol Montmorency,3094,176.9
2025-07-25 01:20:11,Eltham,United Eltham,3095,173.9
2025-07-25 01:20:11,Doncaster East,EG Ampol Doncaster East,3109,169.9
2025-07-25 01:20:11,Doncaster East,Metro Doncaster East,3109,164.9
2025-07-25 01:20:11,Doncaster East,Coles Express Doncaster East,3109,169.9
2025-07-25 01:20:11,Doncaster East,United Doncaster East,3109,167.9
2025-07-25 01:20:11,Eltham,BP Connect Eltham,3095,173.9
2025-07-25 01:20:11,Research,7-Eleven Research,3095,171.9
2025-07-25 01:20:11,Vermont,7-Eleven Vermont,3133,172.9
